"","Algorithm","Precision","Recall","F1","Rand","adjRand","BCubed.Precision","BCubed.Recall","BCubed.FScore"
"1","MeanVar BinSeg",0.25,0.5,0.333333333333333,0.92490745637229,0.844343915534074,0.890083632019,0.88813735692,0.889109429364
"2","MeanVar SegNeigh",0.25,0.5,0.333333333333333,0.92490745637229,0.844343915534074,0.890083632019,0.88813735692,0.889109429364
"3","MeanVar PELT",0.142857142857143,0.5,0.222222222222222,0.812268640930724,0.590695385861079,0.890083632019,0.666493236212,0.762229906549
"4","Var BinSeg",0.333333333333333,0.5,0.4,0.904812268640931,0.805123425265824,0.846496106785,0.920395421436,0.881900364006
"5","Var SegNeigh",0.333333333333333,0.5,0.4,0.904812268640931,0.805123425265824,0.846496106785,0.920395421436,0.881900364006
"6","Var PELT",0.333333333333333,0.5,0.4,0.904812268640931,0.805123425265824,0.846496106785,0.920395421436,0.881900364006
"7","Mean BinSeg",0.166666666666667,0.5,0.25,0.876784769962982,0.72737847665872,0.983870967742,0.677560738361,0.802479375958
"8","Mean SegNeigh",0.4,1,0.571428571428572,0.958223162347964,0.910909287168144,1,0.881650680903,0.937103459054
"9","Mean PELT",0.0338983050847458,1,0.0655737704918033,0.607086197778953,0.00486584228296537,1,0.0545005202914,0.10336746022
